pair_id	role	domain	family	family_taxid	genus	genus_taxid	species_taxid	accession	organism_name	tax_id	strain	refseq_category	total_sequence_length	assembly_level	pair_mode	note
viral_steitzviridae	db	viral	Steitzviridae	2842332	Alehxovirus	2842364	3426021	GCF_024381595.1	Alehxovirus allofundihabitans	3426021		na	3676	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_kanorauviridae	sim	viral	Kanorauviridae	3152126	Ninurtavirus	3152926	3431119	GCF_004290935.1	Ninurtavirus cruti	3431119		na	2159	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_kanorauviridae	db	viral	Kanorauviridae	3152126	Ninurtavirus	3152926	3431125	GCF_004369605.1	Ninurtavirus lophus	3431125		na	2979	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_ouroboviridae	sim	viral	Ouroboviridae	3152142	Naiadivirus	3153040	3430986	GCF_022874115.1	Naiadivirus befense	3430986		na	2054	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_ouroboviridae	db	viral	Ouroboviridae	3152142	Naiadivirus	3153040	3430987	GCF_022874165.1	Naiadivirus vacaense	3430987		na	2173	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_paramyxoviridae	sim	viral	Paramyxoviridae	11158	Respirovirus	186938	3052729	GCF_000854745.1	Respirovirus bovis	3052729		na	15456	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_paramyxoviridae	db	viral	Paramyxoviridae	11158	Respirovirus	186938	3052731	GCF_000855625.1	Respirovirus muris	3052731	Ohita	na	15384	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_hantaviridae	sim	viral	Hantaviridae	1980413	Orthohantavirus	1980442	1980456	GCF_000850405.1	Orthohantavirus andesense	1980456	Chile-9717869	na	12104	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_hantaviridae	db	viral	Hantaviridae	1980413	Orthohantavirus	1980442	3052470	GCF_002816435.1	Orthohantavirus bayoui	3052470		na	12189	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_geminiviridae	sim	viral	Geminiviridae	10811	Begomovirus	10814	10815	GCF_000847225.1	Begomovirus bauri	10815		na	5217	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_geminiviridae	db	viral	Geminiviridae	10811	Begomovirus	10814	10817	GCF_000857205.1	Begomovirus manihotis	10817		na	5503	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_papillomaviridae	sim	viral	Papillomaviridae	151340	Alphapapillomavirus	333750	10570	GCF_000836865.1	Alphapapillomavirus 12	10570		na	8028	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_papillomaviridae	db	viral	Papillomaviridae	151340	Alphapapillomavirus	333750	333767	GCF_000862805.1	Alphapapillomavirus 3	333767		na	7989	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_fiersviridae	sim	viral	Fiersviridae	2842319	Cunavirus	2842622	3428150	GCF_024381995.1	Cunavirus faecihabitans	3428150		na	3564	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_fiersviridae	db	viral	Fiersviridae	2842319	Oxychlovirus	2842932	3431548	GCF_054805085.1	Oxychlovirus montisadaptatum	3431548		na	3736	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_smacoviridae	sim	viral	Smacoviridae	2169574	Bovismacovirus	2169575	3427595	GCF_005235205.1	Bovismacovirus bovas3	3427595		na	2727	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_smacoviridae	db	viral	Smacoviridae	2169574	Porprismacovirus	2169663	3431830	GCF_005235225.1	Porprismacovirus bovas3	3431830		na	2734	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_sedoreoviridae	sim	viral	Sedoreoviridae	2946186	Orbivirus	10892	40050	GCF_000856125.1	Orbivirus alphaequi	40050		na	19524	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_sedoreoviridae	db	viral	Sedoreoviridae	2946186	Rotavirus	10912	3432193	GCF_000880735.1	Rotavirus A	28875	RVA/Simian-tc/ZAF/SA11-H96/1958/G3P5B[2]	na	18562	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_parvoviridae	sim	viral	Parvoviridae	10780	Amdoparvovirus	310911	1908805	GCF_002374935.1	Amdoparvovirus sp.	1908805		na	4662	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_parvoviridae	db	viral	Parvoviridae	10780	Protoparvovirus	1506574	3052712	GCF_000973435.1	Protoparvovirus eulipotyphla1	3052712	ZM38	na	4613	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_mahapunaviridae	sim	viral	Mahapunaviridae	3152133	Acamarivirus	3152979	3425967	GCF_004369525.1	Acamarivirus cometis	3425967		na	2037	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_mahapunaviridae	db	viral	Mahapunaviridae	3152133	Anthevirus	3152981	3426391	GCF_003625155.1	Anthevirus perseuis	3426391		na	2093	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_flaviviridae	sim	viral	Flaviviridae	11050	Pestivirus	11095	31657	GCF_029884895.1	Pestivirus sp.	31657		na	12173	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_flaviviridae	db	viral	Flaviviridae	11050	Hepacivirus	11102	2202225	GCF_004132385.1	Hepacivirus P	2202225		na	8684	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_betaflexiviridae	sim	viral	Betaflexiviridae	675068	Capillovirus	12174	28347	GCF_000859505.1	Capillovirus mali	28347		na	6495	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_betaflexiviridae	db	viral	Betaflexiviridae	675068	Carlavirus	12163	101764	GCF_000863345.1	Carlavirus latensaconiti	101764		na	8657	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_phenuiviridae	sim	viral	Phenuiviridae	1980418	Phasivirus	1980421	3052627	GCF_002814795.1	Phasivirus baduense	3052627		na	12247	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_phenuiviridae	db	viral	Phenuiviridae	1980418	Tenuivirus	12329	3052762	GCF_000847645.1	Tenuivirus oryzabrevis	3052762		na	25142	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_peduoviridae	sim	viral	Peduoviridae	2946167	Peduovirus	140410	2844217	GCF_902141575.1	Peduovirus P22H1	2844217		na	32662	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_peduoviridae	db	viral	Peduoviridae	2946167	Xuanwuvirus	2733085	2844224	GCF_902141785.1	Xuanwuvirus P884B11	2844224		na	37100	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_spinareoviridae	sim	viral	Spinareoviridae	2946187	Aquareovirus	10979	185782	GCF_000853585.1	Aquareovirus ctenopharyngodontis	185782	Golden shiner reovirus	na	23696	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_spinareoviridae	db	viral	Spinareoviridae	2946187	Cypovirus	10981	3428163	GCF_000850245.1	Cypovirus 1	205895	Lymantria dispar cypovirus 1	na	24732	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_lipothrixviridae	sim	viral	Lipothrixviridae	10477	Deltalipothrixvirus	564646	300186	GCF_000873645.1	Deltalipothrixvirus pozzuoliense	300186		na	31787	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_lipothrixviridae	db	viral	Lipothrixviridae	10477	Betalipothrixvirus	341940	346881	GCF_000878935.1	Betalipothrixvirus acidiani	346881		na	40449	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_mimiviridae	sim	viral	Mimiviridae	549779	Mimivirus	315393	1128151	GCF_000918435.1	Mimivirus terra2	1128151		na	1168989	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_mimiviridae	db	viral	Mimiviridae	549779	Tupanvirus	2094720	3060758	GCF_002966485.1	Tupanvirus soda lake	2126985		na	1516267	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_unikaryonidae	sim	eukaryota	Unikaryonidae	36734	Encephalitozoon	6033	6035	GCF_000091225.2	Encephalitozoon cuniculi GB-M1	284813		reference genome	2497519	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_unikaryonidae	db	eukaryota	Unikaryonidae	36734	Encephalitozoon	6033	27973	GCF_000277815.2	Encephalitozoon hellem ATCC 50504	907965	ATCC 50504	reference genome	2251784	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_malasseziaceae	sim	eukaryota	Malasseziaceae	742845	Malassezia	55193	76775	GCF_003290485.1	Malassezia restricta	76775	KCTC 27527	reference genome	7330907	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_malasseziaceae	db	eukaryota	Malasseziaceae	742845	Malassezia	55193	223818	GCF_029542785.1	Malassezia japonica	223818	CBS 9431	reference genome	8433779	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_theileriidae	sim	eukaryota	Theileriidae	27994	Theileria	5873	5872	GCF_000342415.1	Theileria equi strain WA	1537102	WA	reference genome	11617598	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_theileriidae	db	eukaryota	Theileriidae	27994	Theileria	5873	5874	GCF_000003225.4	Theileria annulata	5874	Ankara isolate clone C9	reference genome	8352220	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_babesiidae	sim	eukaryota	Babesiidae	32594	Babesia	5864	5865	GCF_000165395.2	Babesia bovis T2Bo	484906	T2Bo	reference genome	8195476	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_babesiidae	db	eukaryota	Babesiidae	32594	Babesia	5864	5866	GCF_000981445.1	Babesia bigemina	5866	Bond	reference genome	13840936	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_schizosaccharomycetaceae	sim	eukaryota	Schizosaccharomycetaceae	4894	Schizosaccharomyces	4895	4896	GCF_000002945.2	Schizosaccharomyces pombe	4896	972h-	reference genome	12571820	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_schizosaccharomycetaceae	db	eukaryota	Schizosaccharomycetaceae	4894	Schizosaccharomyces	4895	2545709	GCF_027921745.1	Schizosaccharomyces osmophilus	2545709	CBS 15793	reference genome	11416521	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_metschnikowiaceae	sim	eukaryota	Metschnikowiaceae	27319	Australozyma	3300567	291208	GCF_035610405.1	Australozyma saopauloensis	291208	19XY460	reference genome	12068158	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_metschnikowiaceae	db	eukaryota	Metschnikowiaceae	27319	Candidozyma	3303203	498019	GCF_003013715.1	Candidozyma auris	498019	B11220	reference genome	12249773	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_hexamitidae	sim	eukaryota	Hexamitidae	5739	Giardia	5740	5741	GCF_000002435.2	Giardia duodenalis	5741	WB C6	reference genome	12078186	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_hexamitidae	db	eukaryota	Hexamitidae	5739	Spironucleus	39709	348837	GCF_000497125.1	Spironucleus salmonicida	348837	ATCC 50377	reference genome	14545911	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_trichosporonaceae	sim	eukaryota	Trichosporonaceae	1759442	Vanrija	1851468	143232	GCF_020906515.1	Vanrija pseudolonga	143232		reference genome	24922244	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_trichosporonaceae	db	eukaryota	Trichosporonaceae	1759442	Cutaneotrichosporon	1838142	279322	GCF_030864355.1	Cutaneotrichosporon cavernicola	279322	HIS019	reference genome	20237334	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_saccharomycetaceae	sim	eukaryota	Saccharomycetaceae	4893	Saccharomyces	4930	4932	GCF_000146045.2	Saccharomyces cerevisiae S288C	559292	S288C	reference genome	12071326	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_saccharomycetaceae	db	eukaryota	Saccharomycetaceae	4893	Saccharomyces	4930	27291	GCF_002079055.1	Saccharomyces paradoxus	27291	CBS432	reference genome	12021328	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_pichiaceae	sim	eukaryota	Pichiaceae	1156497	Brettanomyces	13366	5007	GCF_011074885.1	Brettanomyces bruxellensis	5007	UCD 2041	reference genome	13150648	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_pichiaceae	db	eukaryota	Pichiaceae	1156497	Brettanomyces	13366	13502	GCF_011074865.1	Brettanomyces nanus	13502	CBS 1945	reference genome	10117252	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_plasmodiidae	sim	eukaryota	Plasmodiidae	1639119	Plasmodium	5820	5821	GCF_900002375.2	Plasmodium berghei ANKA	5823	ANKA	reference genome	18740246	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_plasmodiidae	db	eukaryota	Plasmodiidae	1639119	Plasmodium	5820	5824	GCF_023973825.1	Plasmodium brasilianum	5824	Bolivian I	reference genome	31374054	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_debaryomycetaceae	sim	eukaryota	Debaryomycetaceae	766764	Candida	5475	5476	GCF_000182965.3	Candida albicans SC5314	237561	SC5314	reference genome	14282666	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_debaryomycetaceae	db	eukaryota	Debaryomycetaceae	766764	Candida	5475	42374	GCF_000026945.1	Candida dubliniensis CD36	573826	CD36	reference genome	14618422	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_trichocomaceae	sim	eukaryota	Trichocomaceae	28568	Talaromyces	5094	37727	GCF_009556855.1	Talaromyces marneffei	37727		reference genome	28198338	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_trichocomaceae	db	eukaryota	Trichocomaceae	28568	Talaromyces	5094	121627	GCF_013368755.1	Talaromyces rugulosus	121627	W13939	reference genome	35758560	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_chaetomiaceae	sim	eukaryota	Chaetomiaceae	35718	Remersonia	72143	72144	GCF_042764415.1	Remersonia thermophila	72144	ATCC 22073	reference genome	27414229	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_chaetomiaceae	db	eukaryota	Chaetomiaceae	35718	Thermothelomyces	1920207	78579	GCF_000226095.1	Thermothelomyces thermophilus ATCC 42464	573729	ATCC 42464	reference genome	38744216	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_ophiocordycipitaceae	sim	eukaryota	Ophiocordycipitaceae	474942	Drechmeria	98402	98403	GCF_001625195.1	Drechmeria coniospora	98403	ARSEF 6962	reference genome	32831003	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_ophiocordycipitaceae	db	eukaryota	Ophiocordycipitaceae	474942	Purpureocillium	1052105	2060973	GCF_022605165.1	Purpureocillium takamizusanense	2060973	PT3	reference genome	35574015	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_podosporaceae	sim	eukaryota	Podosporaceae	2609812	Podospora	5144	2093777	GCF_035222275.1	Podospora bellae-mahoneyi	2093777	CBS 112042	reference genome	34330348	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_podosporaceae	db	eukaryota	Podosporaceae	2609812	Podospora	5144	2093779	GCF_035222375.1	Podospora pseudocomata	2093779	CBS 415.72m	reference genome	34981282	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_cordycipitaceae	sim	eukaryota	Cordycipitaceae	474943	Cordyceps	45234	43265	GCF_051103115.1	Cordyceps javanica	43265	Apopka 97	reference genome	35105364	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_cordycipitaceae	db	eukaryota	Cordycipitaceae	474943	Akanthomyces	150366	2231603	GCF_028009165.1	Akanthomyces muscarius	2231603	Ve6	reference genome	36207525	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_clavicipitaceae	sim	eukaryota	Clavicipitaceae	34397	Metarhizium	5529	500148	GCF_013426205.1	Metarhizium brunneum	500148	4556	reference genome	37771916	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_clavicipitaceae	db	eukaryota	Clavicipitaceae	34397	Ustilaginoidea	124426	1159556	GCF_000687475.1	Ustilaginoidea virens	1159556	UV-8b	reference genome	37060086	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_hypocreaceae	sim	eukaryota	Hypocreaceae	5129	Trichoderma	5543	63577	GCF_020647795.1	Trichoderma atroviride	63577	P1	reference genome	37300646	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_hypocreaceae	db	eukaryota	Hypocreaceae	5129	Trichoderma	5543	101201	GCF_020647865.1	Trichoderma asperellum	101201	FT101	reference genome	37545380	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_pleosporaceae	sim	eukaryota	Pleosporaceae	28556	Pyrenophora	5027	45151	GCF_003171515.1	Pyrenophora tritici-repentis	45151	M4	reference genome	40738834	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_pleosporaceae	db	eukaryota	Pleosporaceae	28556	Alternaria	5598	48095	GCF_042100115.1	Alternaria dauci	48095	A2016	reference genome	34906709	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_mycosphaerellaceae	sim	eukaryota	Mycosphaerellaceae	93133	Cercospora	29002	122368	GCF_033473495.1	Cercospora beticola	122368		reference genome	36074111	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_mycosphaerellaceae	db	eukaryota	Mycosphaerellaceae	93133	Zymoseptoria	1047167	1047171	GCF_000219625.1	Zymoseptoria tritici IPO323	336722	IPO323	reference genome	39686251	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_sordariaceae	sim	eukaryota	Sordariaceae	5148	Neurospora	5140	5141	GCF_000182925.2	Neurospora crassa OR74A	367110	OR74A	reference genome	41037538	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_sordariaceae	db	eukaryota	Sordariaceae	5148	Sordaria	5146	5147	GCF_033870435.1	Sordaria macrospora	5147	SN1693	reference genome	39444728	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_nectriaceae	sim	eukaryota	Nectriaceae	110618	Fusarium	5506	5127	GCF_900079805.1	Fusarium fujikuroi IMI 58289	1279085	IMI 58289	reference genome	43832314	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_nectriaceae	db	eukaryota	Nectriaceae	110618	Fusarium	5506	5128	GCF_050947815.1	Fusarium sambucinum	5128		reference genome	38591179	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
eukaryota_cryptococcaceae	sim	eukaryota	Cryptococcaceae	1884633	Kwoniella	490731	4975	GCF_036810415.1	Kwoniella dendrophila CBS 6074	1295534	CBS 6074	reference genome	23026020	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_cryptococcaceae	db	eukaryota	Cryptococcaceae	1884633	Cryptococcus	5206	5207	GCF_000149245.1	Cryptococcus neoformans H99	235443	H99	reference genome	18891193	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_trypanosomatidae	sim	eukaryota	Trypanosomatidae	5654	Leishmania	5658	5660	GCF_000002845.2	Leishmania braziliensis MHOM/BR/75/M2904	420245	MHOM/BR/75/M2904	reference genome	32068771	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
eukaryota_trypanosomatidae	db	eukaryota	Trypanosomatidae	5654	Trypanosoma	5690	5691	GCF_000210295.1	Trypanosoma brucei gambiense DAL972	679716	Dal 972 clone 1 (MHOM/CI/86/DAL972)	na	22148088	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
